Battle,belligerent,pos,Result,VorD
Battle of Taillebourg,"Alphonse, Count of Poitiers",L,Decisive Franco-Poitevin victory,V
Battle of Taillebourg,Henry III of England,R,Decisive Franco-Poitevin victory,D
Battle of Taillebourg,Hugh X of Lusignan,R,Decisive Franco-Poitevin victory,D
Battle of Kösedağ,Baiju,L,"Decisive Mongol victory
The Sultanate of Anatolia and the Empire of Trebizond became vassals of the Mongols.",V
Battle of Kösedağ,Kaykhusraw II,R,"Decisive Mongol victory
The Sultanate of Anatolia and the Empire of Trebizond became vassals of the Mongols.",D
Battle of La Forbie,As-Salih Ayyub,L,Ayyubid victory,V
Battle of La Forbie,Emir,L,Ayyubid victory,V
Battle of La Forbie,Wikipedia:Citation needed,L,Ayyubid victory,V
Battle of La Forbie,"Walter IV, Count of Brienne",R,Ayyubid victory,D
Battle of La Forbie,Armand de Périgord,R,Ayyubid victory,D
Battle of La Forbie,"As-Salih Ismail, Emir of Damascus",R,Ayyubid victory,D
Battle of La Forbie,An-Nasir Dawud,R,Ayyubid victory,D
Battle of La Forbie,Al-Mansur Ibrahim,R,Ayyubid victory,D
Battle of Haugsnes,Þórður kakali Sighvatsson,L,Sturlungar victory,V
Battle of Parma,"Frederick II, Holy Roman Emperor",L,Decisive Lombard victory [3],D
Battle of Fossalta,Enzo of Sardinia,L,Guelph victory,V
Battle of Fossalta,Ottaviano degli Ubaldini,R,Guelph victory,D
Battle of Fariskur,Al-Muazzam Turanshah,L,Egyptian Ayyubids victory,V
Battle of Fariskur,Louis IX of France,R,Egyptian Ayyubids victory,D
Battle of Fariskur,Guillaume de Sonnac,R,Egyptian Ayyubids victory,D
Battle of Cadfan,Rhys Gryg,L,Decisive Welsh victory,V
Battle of Cadfan,Stephen Bauzan,R,Decisive Welsh victory,D
Battle of Baghdad (1258),Hulagu Khan,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Arghun Aqa,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Baiju,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Buqa-Temür,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Sunitai,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Kitbuqa,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Guo Kan,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Koke Ilge,L,Decisive Mongol victory,V
Battle of Baghdad (1258),Al-Musta'sim,R,Decisive Mongol victory,D
Battle of Baghdad (1258),Capital punishment,R,Decisive Mongol victory,D
Battle of Baghdad (1258),Mujaheduddin,R,Decisive Mongol victory,D
Battle of Baghdad (1258),Sulaiman Shah,R,Decisive Mongol victory,D
Battle of Baghdad (1258),Qarasunqur,R,Decisive Mongol victory,D
Battle of Baghdad (1258),"Al-Ashraf Musa, Sultan of Egypt",R,Decisive Mongol victory,D
Battle of Skuodas,Vykintas,L,Decisive Samogitian victory,V
Battle of Skuodas,Bernard von Haren,R,Decisive Samogitian victory,D
Battle of Pelagonia,William of Villehardouin,L,Decisive Nicaean victory,D
Battle of Pelagonia,Michael II Komnenos Doukas,L,Decisive Nicaean victory,D
Battle of Pelagonia,John I Doukas of Thessaly,L,Decisive Nicaean victory,D
Battle of Pelagonia,John Palaiologos (brother of Michael VIII),R,Decisive Nicaean victory,V
Battle of Pelagonia,Alexios Strategopoulos,R,Decisive Nicaean victory,V
Battle of Pelagonia,John I Doukas of Thessaly,R,Decisive Nicaean victory,V
Battle of Cassano (1259),Azzo VII d'Este,L,Decisive Guelph victory[7][1],V
Battle of Cassano (1259),Ezzelino III da Romano,R,Decisive Guelph victory[7][1],D
Battle of Durbe,Treniota,L,Decisive Samogitian victory,V
Battle of Durbe,Burchard von Hornhausen,R,Decisive Samogitian victory,D
Battle of Kressenbrunn,Ottokar II of Bohemia,L,Bohemian victory,V
Battle of Kressenbrunn,Jaroš of Poděhusy,L,Bohemian victory,V
Battle of Kressenbrunn,Béla IV of Hungary,R,Bohemian victory,D
Battle of Kressenbrunn,Stephen V of Hungary,R,Bohemian victory,D
Battle of Ain Jalut,Qutuz,L,Mamluk victory,V
Battle of Ain Jalut,Baibars,L,Mamluk victory,V
Battle of Ain Jalut,Kitbuqa,R,Mamluk victory,D
Battle of Montaperti,Giordano d'Anglano,L,Decisive Ghibelline victory[3],V
Battle of Callann,Fínghin Mac Carthaigh,L,King of Desmond victory,V
Battle of Callann,"John FitzGerald, 1st Baron Desmond",R,King of Desmond victory,D
Battle of Largs,Haakon IV of Norway,L,Inconclusive,I
Battle of Largs,"Alexander Stewart, 4th High Steward of Scotland",R,Inconclusive,I
Battle of Prinitza,Constantine Palaiologos (half-brother of Michael VIII),L,Decisive Achaean victory,D
Battle of Prinitza,John of Katavas,R,Decisive Achaean victory,V
Battle of Lewes,"Simon de Montfort, 6th Earl of Leicester",L,Baronial victory,V
Battle of Lewes,"Gilbert de Clare, 7th Earl of Gloucester",L,Baronial victory,V
Battle of Lewes,"Nicholas de Segrave, 1st Baron Segrave",L,Baronial victory,V
Battle of Lewes,Henry III of England,R,Baronial victory,D
Battle of Lewes,Edward I of England,R,Baronial victory,D
Battle of Lewes,"Richard, 1st Earl of Cornwall",R,Baronial victory,D
Battle of Evesham,Edward I of England,L,Royal victory,V
Battle of Evesham,"Gilbert de Clare, 7th Earl of Gloucester",L,Royal victory,V
Battle of Evesham,"Simon de Montfort, 6th Earl of Leicester",R,Royal victory,D
Battle of Evesham,Peter de Montfort,R,Royal victory,D
Battle of Benevento,Charles I of Naples,L,Guelph victory,V
Battle of Benevento,"Manfred, King of Sicily",R,Guelph victory,D
Battle of Wesenberg (1268),Daumantas of Pskov,L,Contested.[1][2],I
Battle of Wesenberg (1268),Dmitry of Pereslavl,L,Contested.[1][2],I
Battle of Wesenberg (1268),Alexander of Dorpat,R,Contested.[1][2],I
Battle of Wesenberg (1268),Otto von Lutterberg,R,Contested.[1][2],I
Battle of Xiangyang,Lü Wenhuan,L,Decisive Mongol victory,D
Battle of Xiangyang,Li Tingzhi,L,Decisive Mongol victory,D
Battle of Xiangyang,Aju,R,Decisive Mongol victory,V
Battle of Xiangyang,Arikhgiya,R,Decisive Mongol victory,V
Battle of Xiangyang,Shi Tianze,R,Decisive Mongol victory,V
Battle of Xiangyang,Guo Kan,R,Decisive Mongol victory,V
Battle of Colle Val d'Elsa,Provenzano Salvani,L,Guelph victory,D
Battle of Colle Val d'Elsa,Giambertoldo,R,Guelph victory,V
Battle of Bun'ei,Shōni Sukeyoshi,L,Japanese victory.,V
Battle of Bun'ei,少弐資能,L,Japanese victory.,V
Battle of Bun'ei,Ōtomo Yoriyasu,L,Japanese victory.,V
Battle of Bun'ei,大友頼泰,L,Japanese victory.,V
Battle of Bun'ei,Kikuchi Takefusa,L,Japanese victory.,V
Battle of Bun'ei,Takezaki Suenaga,L,Japanese victory.,V
Battle of Bun'ei,Hindun,R,Japanese victory.,D
Battle of Bun'ei,忻都 - 维基百科，自由的百科全书,R,Japanese victory.,D
Battle of Bun'ei,Liu Fuheng,R,Japanese victory.,D
Battle of Bun'ei,Kim Bang-gyeong,R,Japanese victory.,D
Battle of Bun'ei,"김방경 - 위키백과, 우리 모두의 백과사전",R,Japanese victory.,D
Battle of Neopatras,John Palaiologos (brother of Michael VIII),L,Byzantine defeat,D
Battle of Neopatras,Alexios Kaballarios,L,Byzantine defeat,D
Battle of Neopatras,John I Doukas of Thessaly,R,Byzantine defeat,V
Battle of Neopatras,John I de la Roche,R,Byzantine defeat,V
Battle of Demetrias,Alexios Doukas Philanthropenos,L,Byzantine victory,V
Battle of Demetrias,John Palaiologos (brother of Michael VIII),L,Byzantine victory,V
Battle of Demetrias,Fillippo Sanudo,R,Byzantine victory,D
Battle of Demetrias,Guglielmo II da Verona,R,Byzantine victory,D
Battle of Dürnkrut and Jedenspeigen,Rudolf I of Germany,L,German-Hungarian victory,V
Battle of Dürnkrut and Jedenspeigen,Ladislaus IV of Hungary,L,German-Hungarian victory,V
Battle of Dürnkrut and Jedenspeigen,"Louis II, Duke of Bavaria",L,German-Hungarian victory,V
Battle of Dürnkrut and Jedenspeigen,"Frederick III, Burgrave of Nuremberg",L,German-Hungarian victory,V
Battle of Dürnkrut and Jedenspeigen,Ottokar II of Bohemia,R,German-Hungarian victory,D
Battle of Dürnkrut and Jedenspeigen,"Henry III, Duke of Głogów",R,German-Hungarian victory,D
Battle of Dürnkrut and Jedenspeigen,"Otto IV, Margrave of Brandenburg-Stendal",R,German-Hungarian victory,D
Battle of Dürnkrut and Jedenspeigen,"Henry XIII, Duke of Bavaria",R,German-Hungarian victory,D
Battle of Yamen,Zhang Shijie,L,"Mongol victory
Mongolian rule over whole China
Fall of the Song dynasty.",D
Battle of Yamen,Zhang Hongfan,R,"Mongol victory
Mongolian rule over whole China
Fall of the Song dynasty.",V
Siege of Berat (1280–1281),Michael Tarchaneiotes,L,Byzantine victory,V
Siege of Berat (1280–1281),Hugh of Sully,R,Byzantine victory,D
Battle of Kōan,Hōjō Sanemasa,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,北条実政,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Shōni Tsunesuke,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,少弐経資,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Ōtomo Yoriyasu,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,大友頼泰,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Adachi Morimune,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,安達盛宗,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Kōno Michiari,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,河野通有,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Kikuchi Takefusa,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Takezaki Suenaga,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Shimazu Nagahisa,L,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,V
Battle of Kōan,Atagai,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,阿塔海 - 维基百科，自由的百科全书,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,Hindun,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,忻都 - 维基百科，自由的百科全书,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,Hong Dagu,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,Kim Bang-gyeong,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,"김방경 - 위키백과, 우리 모두의 백과사전",R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,Fan Wenhu,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Battle of Kōan,范文虎 - 维基百科，自由的百科全书,R,Decisive Japanese victory. Invasion repulsed. Destruction of several vessels of the Mongol fleet.,D
Second Battle of Homs,"Leo II, King of Armenia",L,Mamluk Victory,D
Second Battle of Homs,Demetrius II of Georgia,L,Mamluk Victory,D
Second Battle of Homs,Al-Mansur Qalawun,R,Mamluk Victory,V
Battle of Orewin Bridge,Roger Lestrange,L,Decisive English victory,V
Battle of Orewin Bridge,Gruffydd ap Gwenwynwyn,L,Decisive English victory,V
Battle of Orewin Bridge,Owen de la Pole,L,Decisive English victory,V
Battle of Orewin Bridge,Llywelyn ap Gruffudd,R,Decisive English victory,D
Battle of Garoza,Willekin von Endorp,L,Semigallian victory,D
Battle of Worringen,Siegfried II of Westerburg,L,Decisive Brabantian victory,D
Battle of Worringen,Reginald I of Guelders,L,Decisive Brabantian victory,D
Battle of Worringen,"Henry VI, Count of Luxembourg",L,Decisive Brabantian victory,D
Battle of Worringen,"Waleran I, Lord of Ligny",L,Decisive Brabantian victory,D
Battle of Worringen,Adolf of Germany,L,Decisive Brabantian victory,D
Battle of Worringen,Dietrich Luf II,L,Decisive Brabantian victory,D
Battle of Worringen,"John I, Duke of Brabant",R,Decisive Brabantian victory,V
Battle of Worringen,Adolf VIII of Berg,R,Decisive Brabantian victory,V
Battle of Worringen,"Eberhard I, Count of the Mark",R,Decisive Brabantian victory,V
Battle of Worringen,County of Loon,R,Decisive Brabantian victory,V
Battle of Worringen,"Walram, Count of Jülich",R,Decisive Brabantian victory,V
Battle of Worringen,Bentheim-Tecklenburg,R,Decisive Brabantian victory,V
Battle of Worringen,Otto I of Waldeck,R,Decisive Brabantian victory,V
Battle of Worringen,Gottfried VI of Ziegenhain,R,Decisive Brabantian victory,V
Battle of Worringen,Geoffrey I of Vianden,R,Decisive Brabantian victory,V
Battle of Bạch Đằng (1288),Trần Hưng Đạo,L,Decisive Vietnamese Victory,V
Battle of Bạch Đằng (1288),Trần Khánh Dư,L,Decisive Vietnamese Victory,V
Battle of Bạch Đằng (1288),Omar Khan (general),R,Decisive Vietnamese Victory,D
Battle of Campaldino,Aimery IV of Narbonne,L,Decisive Guelph victory,V
Battle of Campaldino,Guillaume da Durfort,L,Decisive Guelph victory,V
Battle of Campaldino,Guglielmino Ubertini,R,Decisive Guelph victory,D
Siege of Copenhagen (1289),Eric VI of Denmark,L,Danish victory,V
Siege of Copenhagen (1289),Eric II of Norway,R,Danish victory,D
Siege of Copenhagen (1289),Thord Krytter,R,Danish victory,D
Siege of Copenhagen (1289),"Jacob Nielsen, Count of Halland",R,Danish victory,D
Siege of Copenhagen (1289),Stig Andersen Hvide,R,Danish victory,D
Battle of Skanör,Eric VI of Denmark,L,Danish victory,V
Battle of Skanör,Eric II of Norway,R,Danish victory,D
Battle of Skanör,Thord Krytter,R,Danish victory,D
Siege of Acre (1291),Al-Ashraf Khalil,L,Mamluk victory,V
Siege of Acre (1291),Henry II of Jerusalem,R,Mamluk victory,D
Siege of Acre (1291),"Amalric, Lord of Tyre",R,Mamluk victory,D
Battle of Dunbar (1296),John Balliol,L,"Decisive English victory

English occupation of the Scottish Lowlands",D
Battle of Dunbar (1296),"John de Warenne, 6th Earl of Surrey",R,"Decisive English victory

English occupation of the Scottish Lowlands",V
Battle of Curzota,Lamba Doria,L,Genoese victory[1][5][6],V
Battle of Curzota,Andrea Dandolo (admiral),R,Genoese victory[1][5][6],D
Battle of Stirling Bridge,William Wallace,L,Scottish victory,V
Battle of Stirling Bridge,Andrew Moray,L,Scottish victory,V
Battle of Stirling Bridge,"John de Warenne, 6th Earl of Surrey",R,Scottish victory,D
Battle of Stirling Bridge,Hugh de Cressingham,R,Scottish victory,D
Battle of Falkirk (1298),William Wallace,L,English victory,D
Battle of Falkirk (1298),Edward I of England,R,English victory,V
Sieges of Stirling Castle,William Oliphant (died after 1313),L,English victory,D
Sieges of Stirling Castle,Edward I of England,R,English victory,V
Battle of the Golden Spurs,William of Jülich,L,Decisive Flemish victory,V
Battle of the Golden Spurs,Guy of Namur,L,Decisive Flemish victory,V
Battle of the Golden Spurs,Pieter de Coninck,L,Decisive Flemish victory,V
Battle of the Golden Spurs,Jan Borluut,L,Decisive Flemish victory,V
Battle of the Golden Spurs,"John III, Lord of Renesse",L,Decisive Flemish victory,V
Battle of the Golden Spurs,"Robert II, Count of Artois",R,Decisive Flemish victory,D
Battle of Bapheus,Osman I,R,Ottoman victory,V
Battle of Mons-en-Pévèle,Philip IV of France,L,Decisive French victory[1],V
Battle of Mons-en-Pévèle,William of Jülich,R,Decisive French victory[1],D
Battle of Mons-en-Pévèle,Philip of Chieti,R,Decisive French victory[1],D
Battle of Mons-en-Pévèle,"John I, Marquis of Namur",R,Decisive French victory[1],D
Battle of Methven,Robert the Bruce,L,English victory,D
Battle of Methven,"Aymer de Valence, 2nd Earl of Pembroke",R,English victory,V
Battle of Loudon Hill,Robert the Bruce,L,Scottish victory[1],V
Battle of Loudon Hill,"Aymer de Valence, 2nd Earl of Pembroke",R,Scottish victory[1],D
Battle of Halmyros,"Walter V, Count of Brienne",R,"Decisive Catalan victory, conquest of the Duchy of Athens",D
Battle of Bannockburn,Robert the Bruce,L,Decisive Scottish victory,V
Battle of Bannockburn,Edward Bruce,L,Decisive Scottish victory,V
Battle of Bannockburn,"Robert II Keith, Marischal of Scotland",L,Decisive Scottish victory,V
Battle of Bannockburn,"James Douglas, Lord of Douglas",L,Decisive Scottish victory,V
Battle of Bannockburn,"Thomas Randolph, 1st Earl of Moray",L,Decisive Scottish victory,V
Battle of Bannockburn,Edward II of England,R,Decisive Scottish victory,D
Battle of Bannockburn,"Humphrey de Bohun, 4th Earl of Hereford",R,Decisive Scottish victory,D
Battle of Bannockburn,"Aymer de Valence, 2nd Earl of Pembroke",R,Decisive Scottish victory,D
Battle of Bannockburn,"Gilbert de Clare, 8th Earl of Gloucester",R,Decisive Scottish victory,D
Battle of Bannockburn,"Robert de Clifford, 1st Baron de Clifford",R,Decisive Scottish victory,D
Battle of Morgarten,Werner Stauffacher,L,Decisive Swiss victory,V
Battle of Morgarten,"Leopold I, Duke of Austria",R,Decisive Swiss victory,D
Battle of Picotin,Ferdinand of Majorca,L,Catalan victory,D
Second Battle of Athenry,Fedlim Ó Conchobair,L,Lordship victory,D
Second Battle of Athenry,Tadhg Ó Cellaigh,L,Lordship victory,D
Second Battle of Athenry,List of monarchs of Thomond,L,Lordship victory,D
Second Battle of Athenry,Ualgarg Mór Ó Ruairc,L,Lordship victory,D
Second Battle of Athenry,Rickard de Bermingham,R,Lordship victory,V
Second Battle of Athenry,William Liath de Burgh,R,Lordship victory,V
Battle of Dysert O'Dea,"Richard de Clare, Steward of Forest of Essex",R,Ó Deághaidh victory,D
Battle of Faughart,Edward Bruce,L,Lordship victory,D
Battle of Faughart,Earl of Carrick,L,Lordship victory,D
Battle of Faughart,"John de Bermingham, 1st Earl of Louth",R,Lordship victory,V
Battle of Faughart,"Edmund Butler, Earl of Carrick",R,Lordship victory,V
Battle of Faughart,Earl of Carrick (Ireland),R,Lordship victory,V
Battle of Chios (1319),Albert of Schwarzburg,L,Hospitaller victory,V
Battle of Chios (1319),Mehmed Beg,R,Hospitaller victory,D
Battle of Bliska,John Babonić,L,"Decisive victory of the coalition of noblemen and Dalmatian coastal towns against Mladen II Šubić of Bribir, Ban of Croatia",V
Battle of Bliska,Ban of Slavonia,L,"Decisive victory of the coalition of noblemen and Dalmatian coastal towns against Mladen II Šubić of Bribir, Ban of Croatia",V
