Battle,Date,belligerent,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
Siege_of_Abadan,"6 November 1980 - 27 September 1981
(10 months and 3 weeks)",Saddam Hussein,"24,500 men initially, 60,000 men at peak   360-800 tanks",L,D,,,,,,
Siege_of_Abadan,"6 November 1980 - 27 September 1981
(10 months and 3 weeks)",Ruhollah Khomeini,"15,000 men   92nd Armored Division   50-60 tanks initially",R,V,,,,,,
Siege_of_Acre_(1799),20 March – 21 May 1799,Jazzar Pasha,"30,000 men[1]   12,000 reinforcement (7 May)   35,000 (Battle of Mount Tabor[2]),   HMS Theseus (1786),   HMS Tigre",L,D,,,,,,
Siege_of_Antwerp_(1832),15 November – 23 December 1832,David Hendrik Chassé,"4,500[1]",R,D,,,,,,
Siege_of_Antwerp_(1914),28 September – 10 October 1914 (1 week and 5 days),Hans Hartwig von Beseler,"66,000 (during main assault)",L,V,,,,,,
Siege_of_Antwerp_(1914),28 September – 10 October 1914 (1 week and 5 days),Victor Deguise,"87,300 field troops   63,000 garrison troops",R,D,,,,,,
Siege_of_Badajoz_(1812),16 March – 6 April 1812,Armand Philippon,"4,742 regulars",R,D,,,,,,
Siege_of_Badajoz_(1812),16 March – 6 April 1812,Luís do Rego Barreto,"27,000 regulars and 52 cannons",L,V,,,,,,
Siege_of_Bergen_op_Zoom_(1747),July – September 1747,"Ulrich Frédéric Woldemar, Comte de Lowendal","initially 30,000, varying during the siege",R,V,,,,,,
Siege_of_Bergen_op_Zoom_(1747),July – September 1747,Edward Braddock,"initially 10,000, varying during the siege",L,D,,,,,,
Siege_of_Bexar,"November 1 – November 14, 1835",Martín Perfecto de Cos,"1,200",L,D,,,,,,
Siege_of_Breda_(1624),28 August 1624 – 5 June 1625,"Maurice, Prince of Orange",7000 (Dutch garrison)   7000 (Dutch relief force)   7000 (English relief force),L,D,,,,,,
Siege_of_Burgos,19 September to 21 October 1812,"Arthur Wellesley, 1st Duke of Wellington","35,000   13 engineers   8 24-pound cannons[1]",R,D,,,,,,
Siege_of_Cawnpore,5 – 25 June (1857),Nana Sahib,Around 4000 sepoy mutineers and mercenaries,R,V,,,,,,
Siege_of_Cawnpore,5 – 25 June (1857),Hugh Wheeler (East India Company officer),Around 900 including civilians and 300 soldiers,L,D,,,,,,
Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]",William Woodford,"6,577 regulars, sailors and militia   3 frigates   5 sloops   1 schooner   1 brig   3 armed galleys [3]",R,D,,,,,,
Siege_of_Charleston,"March 29, 1780 - May 12, 1780[1]",Mariot Arbuthnot,"12,847 regulars and militia   4,500 sailors   6 ships of the line   8 frigates   4 armed galleys   90 transports [2]",L,V,,,,,,
Siege_of_Ciudad_Rodrigo_(1812),7 to 20 January 1812,"Arthur Wellesley, 1st Duke of Wellington","10,700,   36 heavy cannon",L,V,,,,,,
Siege_of_Ciudad_Rodrigo_(1812),7 to 20 January 1812,Jean Léonard Barrié,"2,000,   153 cannon",R,D,,,,,,
Siege_of_Detroit,15–16 August 1812,William Hull,"582 regulars   1,600+ militia   30 guns[1]",L,D,,,,,,
Siege_of_Detroit,15–16 August 1812,Tecumseh,"600 Natives   330 regulars   400 militia   5 light guns   3 heavy guns, 2 mortars   2 warships[2]",R,V,,,,,,
Siege_of_El_Arish,"February 11-19, 1799",Jean Reynier,"2,460",L,V,,,,,,
Siege_of_El_Arish,"February 11-19, 1799",Murad Bey,"15,500",R,D,,,,,,
Siege_of_Eshowe,22 January – 3 April 1879,Charles Pearson (British Army officer),"6,670",L,V,,,,,,
Siege_of_Fort_Harrison,"September 4 – 15, 1812",Zachary Taylor,"20 healthy, 30 sick",R,V,,,,,,
Siege_of_Fort_Meigs,28 April – 9 May 1813,Tecumseh,"1,250 Native Americans   433 regulars   462 Canadian militia",L,D,,,,,,
Siege_of_Fort_Meigs,28 April – 9 May 1813,William Henry Harrison,"1,200 regulars   1,600 militia",R,V,,,,,,
Siege_of_Fort_St._Jean,"September 17 – November 3, 1775",David Wooster,"1,500–over 2,000 (Fort St. Jean)   350 (Fort Chambly)[1]",L,V,,,,,,
Siege_of_Fort_St._Jean,"September 17 – November 3, 1775",Charles Preston,about 750[2](Fort St. Jean)   82[3](Fort Chambly),R,D,,,,,,
Siege_of_Fort_Texas,"May 3–9, 1846",Pedro de Ampudia,"1,600[1]:50 and 14 artillery pieces",R,D,,,,,,
Siege_of_Fort_Ticonderoga_(1777),2–6 July 1777,William Phillips (British Army officer),"about 7,000 regulars[2]   about 800 Indians and Canadians[3]",R,V,,,,,,
Siege_of_Fort_Ticonderoga_(1777),2–6 July 1777,Arthur St. Clair,"about 3,000 regulars and militia[1]",L,D,,,,,,
Siege_of_Fort_Wayne,"September 5 – September 12, 1812",James Rhea,"100 (garrison)   2,200 (relief force)",R,V,,,,,,
Siege_of_Fort_Wayne,"September 5 – September 12, 1812",Winamac,500 warriors,L,D,,,,,,
Siege_of_Fort_William_Henry,3–9 August 1757,George Monro (British Army officer),"2,500 regulars and provincial troops[2]",R,D,,,,,,
Siege_of_Fort_William_Henry,3–9 August 1757,Louis-Joseph de Montcalm,"6,200 regulars and militia   1,800 Indians[1]",L,V,,,,,,
Siege_of_Fort_Zeelandia,"March 30, 1661 – February 1, 1662",Frederick Coyett,"Garrison: 1,200[1]   unknown number of native allies and civilians   Reinforcement: 10 ships, 700 sailors",R,D,,,,,,
Siege_of_Fort_Zeelandia,"March 30, 1661 – February 1, 1662",Koxinga,"25,000 soldiers and sailors   Hundreds of warships.",L,V,,,,,,
Siege_of_Gaeta_(1860),5 November 1860 – 13 February 1861,Enrico Cialdini,"18,000 infantry   180 guns   10 ships",L,V,,,,,,
Siege_of_Groenlo_(1606),"3–14 August 1606 (Spinola)
30 October - 9 November 1606 (Maurice)","Maurice, Prince of Orange","1,300-1,400",R,D,,,,,,
Siege_of_Groenlo_(1627),20 July - 19 August 1627,Hendrik van den Bergh (count),"1,200 infantry (Grol)   100 cavalry (Grol)   16,000 infantry (Spanish Army)   5,000 cavalry (Spanish Army)",R,D,,,,,,
Siege_of_Groenlo_(1627),20 July - 19 August 1627,"Frederick Henry, Prince of Orange","16,000 infantry   4,000 cavalry",L,V,,,,,,
Siege_of_Groenlo_(1672),1–10 June 1672,Gustaff Tungel,600 (infantry + cavalry),L,D,,,,,,
Siege_of_Groningen,9 July 1672 – 17 August 1672,Carl von Rabenhaupt,Few,R,V,,,,,,
Siege_of_Hulst,1645,"Frederick Henry, Prince of Orange","12,500 infantry   2,500 cavalry   20 pieces of artillery",L,V,,,,,,
Siege_of_Kars,June - November 1855,Mehmet Vasıf Pasha Gürcü,"17,000 soldiers[1]",L,D,,,,,,
Siege_of_Kars,June - November 1855,Nikolay Muravyov-Karsky,"Infantry: 19,275   Cavalry: 6,450   Guns: 96   Rocket launchers: 16      Total: 25,725[2]",R,V,,,,,,
Siege_of_Kut,7 December 1915 – 29 April 1916,Nureddin Pasha,25000,R,V,,,,,,
Siege_of_Ladysmith,2 November 1899 – 28 February 1900,George White (British Army officer),"12,500",L,V,,,,,,
Siege_of_Ladysmith,2 November 1899 – 28 February 1900,Christiaan de Wet,"max 21,000 men",R,D,,,,,,
Siege_of_Leningrad,"8 September 1941 – 27 January 1944
(2 years, 4 months, 2 weeks and 5 days)",Markian Popov,"930,000",R,V,,,,,,
Siege_of_Leningrad,"8 September 1941 – 27 January 1944
(2 years, 4 months, 2 weeks and 5 days)",Wilhelm Ritter von Leeb,"725,000",L,D,,,,,,
Siege_of_Los_Angeles,"September 22–30, 1846",John C. Frémont,48[1]:183,L,D,,,,,,
Siege_of_Los_Angeles,"September 22–30, 1846",José María Flores,150 militia[1]:184,R,V,,,,,,
Siege_of_Lucknow,30 May – 27 November 1857,James George Smith Neill,"1,729 troops, rising to approx. 8,000",L,D,,,,,,
Siege_of_Lucknow,30 May – 27 November 1857,Birjis Qadr,"5,000 men, rising to approx. 30,000",R,V,,,,,,
Siege_of_Maubeuge,24 August – 7 September 1914,Hans von Zwehl,1 reserve infantry division   1 active-army brigade   21 heavy and super-heavy batteries,L,V,,,,,,
Siege_of_Maubeuge,24 August – 7 September 1914,Joseph Anthelme Fournier,"45,000 men   435 guns",R,D,,,,,,
Siege_of_Metz_(1870),19 August – 27 October 1870,François Achille Bazaine,"~180,000",R,D,,,,,,
Siege_of_Multan,"April 19, 1848 - January 22, 1849",Diwan Mulraj Chopra,"12,000   66 guns",R,V,,,,,,
Siege_of_Nagykanizsa,9 September 1601 – 18 November 1601,Tiryaki Hasan Pasha,"9,000   100 small cannon",L,V,,,,,,
Siege_of_Nagykanizsa,9 September 1601 – 18 November 1601,"Ferdinand II, Holy Roman Emperor","35,000[1]   40+ cannon",R,D,,,,,,
Siege_of_Namur_(1692),"25 May–30 June, 1692",Louis-François de Boufflers,"120,000[1]   151 guns",L,V,,,,,,
Siege_of_Namur_(1692),"25 May–30 June, 1692",Menno van Coehoorn,"~6,000",R,D,,,,,,
Siege_of_Namur_(1695),2 July – 1 September 1695,William III of England,"34,000 infantry   24,000 cavalry[1]",R,V,,,,,,
Siege_of_Plevna,20 July – 10 December 1877,Osman Nuri Pasha,"67,000[3]",R,D,,,,,,
Siege_of_Plevna,20 July – 10 December 1877,Grand Duke Nicholas Nikolaevich of Russia (1831–1891),"130,000[3]",L,V,,,,,,
Siege_of_Plzeň,"19 September - 21 November 1618
(2 months and 2 days)","Charles Bonaventure de Longueval, Count of Bucquoy","4,000 Burghers   158 cavalry",R,D,,,,,,
Siege_of_Port_Arthur,"August 1, 1904 – January 2, 1905",Nogi Maresuke,"80,000–150,000 troops   474 artillery pieces",L,V,,,,,,
Siege_of_Port_Arthur,"August 1, 1904 – January 2, 1905",Anatoly Stessel,"50,000 troops   506 artillery pieces",R,D,,,,,,
Siege_of_Port_Hudson,"May 22, 1863 (1863-05-22) – July 9, 1863 (1863-07-09)",Franklin Gardner,"~7,500",R,D,,,,,,
Siege_of_Port_Hudson,"May 22, 1863 (1863-05-22) – July 9, 1863 (1863-07-09)",Nathaniel P. Banks,"~30,000 – 40,000",L,V,,,,,,
Siege_of_Przemyśl,16 September 1914 – 22 March 1915 [1],Svetozar Boroević,"138,000 men:   93,000 soldiers   45,000 impressed levy[2]",L,D,,,,,,
Siege_of_Przemyśl,16 September 1914 – 22 March 1915 [1],Radko Dimitriev,"300,000 men",R,V,,,,,,
Siege_of_Puebla_(1847),13–14 September until 12 October 1847,Joseph Lane,"500 (garrison)   3,000 (relief force)",L,V,,,,,,
Siege_of_San_Sebastián,7 July – 8 September 1813,Louis Emmanuel Rey,"3,380",R,V,,,,,,
Siege_of_San_Sebastián,7 July – 8 September 1813,"Thomas Graham, 1st Baron Lynedoch","9,750",L,D,,,,,,
Siege_of_Santiago,"July 3–17, 1898",Calixto García,"13,000 infantry   4,000–6,000 guerrilleros[2]:195–196",L,V,,,,,,
Siege_of_Santiago,"July 3–17, 1898",José Toral y Velázquez,"13,500 infantry[2]:192",R,D,,,,,,
Siege_of_Sarajevo,"5 April 1992[1] – 29 February 1996[2]
(3 years, 10 months, 3 weeks and 3 days)",Mušan Topalović,"70,000 soldiers",L,I,,,,,,
Siege_of_Sarajevo,"5 April 1992[1] – 29 February 1996[2]
(3 years, 10 months, 3 weeks and 3 days)",Dragomir Milošević,"13,000 soldiers",R,I,,,,,,
Siege_of_Savannah,"September 16 – October 18, 1779",John Maitland (British Army officer),"Land:   3,200   infantry,   militia,   unknown artillery   Sea:   8 vessels",R,V,,,,,,
Siege_of_Savannah,"September 16 – October 18, 1779",Casimir Pulaski,"Land:   5,050   infantry,   sailors,   militia,   unknown artillery   Sea:   42 ships",L,D,,,,,,
Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,James Simpson (British Army officer),"October 1854: 67,000[1]   July 1855 total strength: 175,000,[2] consisting of:   French: 75,000   British: 35,000   Ottoman: 60,000[3]   Piedmontese: 15,000   Arriving in August:   British Ottoman Contingent: 22,000   German Legion: 9,000   Swiss Legion: 3,000   Polish Legion: 1,500   Italian Legion: 2,000[4][5]   French Reserve Army at Constantinople: 30,000   British Reserve Army at Malta: 15,000+",L,V,,,,,,
Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,Eduard Totleben,"October 1854 garrison: 36,600[6]   May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners",R,D,,,,,,
Siege_of_Smolensk_(1609–11),1609 to 1611,Mikhail Shein,"5,000 soldiers   200 heavy guns",R,D,,,,,,
Siege_of_Smolensk_(1609–11),1609 to 1611,Sigismund III Vasa,"22,000 soldiers   30 heavy guns",L,V,,,,,,
Siege_of_Tarifa_(1812),19 December 1811 to 5 January 1812,Jean François Leval,"8,000,[1] 16 guns",L,D,,,,,,
Siege_of_Tarifa_(1812),19 December 1811 to 5 January 1812,John Byrne Skerrett,"2,300,[1] 26 guns",R,V,,,,,,
Siege_of_Tobruk,10 April – 27 November 1941,Ronald Scobie,"27,000",L,V,,,,,,
Siege_of_Toulon,29 August – 19 December 1793,"Samuel Hood, 1st Viscount Hood","about 22,000   37 British ships   32 Spanish ships   5 Neapolitan ships of the line",R,D,,,,,,
Siege_of_Toulon,29 August – 19 December 1793,Jacques François Dugommier,"32,000 [1]",L,V,,,,,,
Siege_of_Tuyen_Quang,24 November 1884 – 3 March 1885,Marc-Edmond Dominé,630,L,V,,,,,,
Sieges of Nagashima,May 1571,Shibata Katsuie,"At least 20,000",R,D,,,,,,
Sieges of Oran and Mers El Kébir,April – June 1563,Francisco de Mendoza,"1,500 men,   90 guns[2]",L,V,,,,,,
Sieges of Oran and Mers El Kébir,April – June 1563,Jafar Catania,"100,000 men,   30 galleys,[3]   15 galliots and fustas,   5 carracks[4]",R,D,,,,,,
Sieges of Stirling Castle,April 1304 – 20 July 1304,William Oliphant (died after 1313),30,L,D,,,,,,
Sieges of Stirling Castle,April 1304 – 20 July 1304,Edward I of England,"12 siege engines, unknown number of troops",R,V,,,,,,
Sieges of Toishi,1550-1,Yokota Takatoshi,4000,L,V,,,,,,
Sinking_of_CSS_Alabama,"June 19, 1864 (1864-06-19)",Raphael Semmes,1 screw sloop-of-war,R,D,,,,,,
Sinking_of_CSS_Alabama,"June 19, 1864 (1864-06-19)",John Ancrum Winslow,1 screw sloop-of-war,L,V,,,,,,
Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,John Leach (Royal Navy officer),1 battleship   1 battlecruiser   4 destroyers,L,D,,,,,,
Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,Shichizo Miyauchi,"88 aircraft   (34 torpedo aircraft,   51 level bombers,   3 scouting aircraft)",R,V,,,,,,
Sino-Indian_War,20 October[1] – 21 November 1962,Sarvepalli Radhakrishnan,"10,000–12,000",L,D,,,,,,
Sino-Indian_War,20 October[1] – 21 November 1962,Zhou Enlai,"80,000[4][5]",R,V,,,,,,
Six_Day_War,"June 5–10, 1967 (6 days)",Saleh Mohammed Al-Sabah,"Egypt: 240,000   Syria, Jordan, and Iraq: 307,000   957 combat aircraft   2,504 tanks[4]   Lebanon: 2 combat aircraft [5]   Total troops: 547,000   240,000 deployed",R,D,,,,,,
Six_Day_War,"June 5–10, 1967 (6 days)",Uzi Narkiss,"50,000 troops   214,000 reserves   300 combat aircraft   800 tanks[4]   Total troops: 264,000   100,000 deployed",L,V,,,,,,
Sixth_Battle_of_the_Isonzo,6 August – 17 August 1916,Svetozar Boroević,9 divisions,R,D,,,,,,
Sixth_Battle_of_the_Isonzo,6 August – 17 August 1916,Luigi Cadorna,22 divisions,L,V,,,,,,
Soviet_invasion_of_Manchuria,9–20 August 1945,Zhang Jinghui,"Japan:   713,729 troops[1][3][4]   5,360 artillery   1,155 tanks   1,800 aircraft   1,215 armored vehicles   Manchukuo:   170,000 troops   Mengjiang:   44,000 troops",R,D,,,,,,
Soviet_invasion_of_Manchuria,9–20 August 1945,Aleksandr Vasilevsky,"Soviet Union:   1,577,725 troops[3]   27,086 artillery pieces   1,152 rocket launchers   5,556 tanks and self-propelled guns   3,721 aircraft   Mongolia:   16,000 troops",L,V,,,,,,
Spanish Armada,July–August 1588,Justinus van Nassau,34 warships[11]   163 armed merchant vessels   (30 over 200 tons)[11]   30 flyboats,L,V,,,,,,
Spanish Armada,July–August 1588,"Alonso Pérez de Guzmán, 7th Duke of Medina Sidonia","22 galleons of Portugal and Castile,   108 armed merchant vessels (including 4 war galleasses of Naples)[12]",R,D,,,,,,
St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","George Monck, 1st Duke of Albemarle","90 ships, plus 16 fireships",L,V,,,,,,
St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666",Michiel de Ruyter,"89 ships, plus 20 fireships and 9 yachts",R,D,,,,,,
Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Jacques Massu,"175,000    45,000    34,000",L,V,,,,,,
Suez_Crisis,"29 October 1956 (1956-10-29) – 7 November 1956 (1956-11-07)
(1 week and 2 days)
(Sinai under Israeli occupation until March 1957)",Abdel Hakim Amer,"300,000[8]",R,D,,,,,,
Sutjeska_offensive,15 May – 16 June 1943,Josip Broz Tito,"22,148 men",R,I,,,,,,
Sutjeska_offensive,15 May – 16 June 1943,Rudolf Lüters,"127,000 men   300+ aircraft",L,I,,,,,,
Tanne_Ost,15-Sep-44,Martti Miettinen,"1,612   10 Ilyushin Il-2 and 3 Tupolev SB",R,V,,,,,,
Ten_Days_of_Brescia,23 March - 1 April 1849[1],Julius Jacob von Haynau,"Austrian garrison:[11]   4 companies & 30 guns   Nugent Brigade:[7][8]   2,300 infantry & cavalry   4 guns   30-pound Mörser-Batterie",R,V,,,,,,
Ten_Days_of_Brescia,23 March - 1 April 1849[1],Tito Speri,"Numerous barricades[9]   armed insurgents:[7][10]   2,000–3,000",L,D,,,,,,
Ten_days_campaign,2–12 August 1831,Charles Niellon,"Belgium: 24,000 men[1]   France: 70,000 men[2]",L,V,,,,,,
Ten_days_campaign,2–12 August 1831,William II of the Netherlands,"50,000 men[a]",R,D,,,,,,
Tet_Offensive,"Phase 1: January 30 – March 28, 1968
Phase 2: May 5 – June 15, 1968
Phase 3: August 17 – September 23, 1968",William Westmoreland,"~1,000,000[3]",L,V,,,,,,
Tet_Offensive,"Phase 1: January 30 – March 28, 1968
Phase 2: May 5 – June 15, 1968
Phase 3: August 17 – September 23, 1968",Hoàng Văn Thái,"Phase 1: ~80,000   Total: ~323,000 – 595,000[4]",R,D,,,,,,
Third Battle of Brega,31 March – 7 April 2011,Khalifa Haftar,Saaiqa 36 Battalion[5]   300–400 volunteers[6]   17 tanks,L,D,,,,,,
Third_Battle_of_Chattanooga,"September 21 – November 25, 1863[1]",Braxton Bragg,"48,948 ""present for duty""[3]",R,D,,,,,,
Third_Battle_of_Chattanooga,"September 21 – November 25, 1863[1]",Ulysses S. Grant,"72,533 ""present for duty equipped""[2]",L,V,,,,,,
Third_Battle_of_Gaza,1–2 November 1917,Friedrich Freiherr Kress von Kressenstein,"4,500/8,000",R,D,,,,,,
Third_Battle_of_Gaza,1–2 November 1917,Edward Bulfin,"10,000/35,913",L,V,,,,,,
Third_Battle_of_Kharkov,19 February  – 15 March 1943,Filipp Golikov,"Involved in the defense of Kharkov: 346,000 [1]",L,D,,,,,,
Third_Battle_of_Kharkov,19 February  – 15 March 1943,Eberhard von Mackensen,"Involved in the offense on Kharkov: 70,000 [2]",R,V,,,,,,
Third_Battle_of_Krithia,4-Jun-15,Halil Sami Bey,"18,600[1]",R,V,,,,,,
Third_Battle_of_Mount_Hermon,"October 21–22, 1973",Haim Nadel,~400 soldiers (Israeli outpost)   ~600 (Syrian outpost),L,V,,,,,,
Third_Battle_of_Mount_Hermon,"October 21–22, 1973",Ahmed Rifai al-Joju,1 commando battalion (~400 soldiers),R,D,,,,,,
Third_Battle_of_Panipat,14 January 1761,Ibrahim Khan Gardi,"40,000 cavalry   15,000 infantry(divided to 9 battalions of Gardi rifle infantry)   15,000 Pindaris   200 pieces of artillery. The force was accompanied by 300,000 non-combatants (pilgrims and camp-followers)   totally an army of 70,000.",R,D,,,,,,
Third_Battle_of_Panipat,14 January 1761,Shuja-ud-Daula,"42,000 cavalry   38,000 infantry   10,000 reserves   4,000 personal guards   5,000 Qizilbash   120–130 pieces of cannon   large numbers of irregulars   totally an army of 100,000.",L,V,,,,,,
Third_Battle_of_Winchester,"September 19, 1864",Philip Sheridan,"∼ 40,000[4][5]",L,V,,,,,,
Third_Battle_of_Winchester,"September 19, 1864",Jubal Early,"10–12,000[6][7]",R,D,,,,,,
Third_Battle_of_the_Isonzo,18 October – 3 November 1915,Svetozar Boroević,137 battalions (plus 47 battalions of reinforcements)   634 artillery pieces.,R,V,,,,,,
Third_Battle_of_the_Isonzo,18 October – 3 November 1915,"Prince Emanuele Filiberto, Duke of Aosta","338 battalions   130 cavalry squadrons   1,372 artillery pieces",L,D,,,,,,
Turkish_invasion_of_Cyprus,"20 July – 18 August 1974
(4 weeks and 1 day)",Fahri Korutürk,"Turkey:   40,000 troops[14]   Turkish Cypriot enclaves:   11,000–13,500 men, up to 20,000 under full mobilization[15]      Total: 60,000",L,V,,,,,,
Turkish_invasion_of_Cyprus,"20 July – 18 August 1974
(4 weeks and 1 day)",Glafcos Clerides,"Cyprus:   12,000 standing strength (40,000 fully mobilised, theoretical)[16]   Greece:   1,800–2,000 troops[17]      Total: 42,000[neutrality is disputed]",R,D,,,,,,
USS_United_States_vs_HMS_Macedonian,25 October 1812,Stephen Decatur,1 44-gun heavy frigate   428 marines and sailors[1],L,V,,,,,,
